IMG_ID,AUTHOR,LAT,LON,Prob_indoor,Prob_natural,Prob_urban,Top5classes,Faces,BW,DN,IMG_time,url,upload_time,photo_location_country,photo_location_city,passed,name,admin1,admin2,cc,S3_Label,S16_Label,S365_Label
FSEXoCLBO3s,jagiello,40.7127837,-74.00594129999998,0.0,0.0,0.7394705265760422,"[245, 67, 178, 8, 307]",False,False,,1900-01-01,https://images.unsplash.com/photo-1472425177561-32d6373c1cf7,2016-08-28 23:00:13.497649,United States,New York,True,New York City,,,US,,,
8502519838,93508398@N03,40.763186,-73.973854,0.0011354770062332,0.0122011755453712,0.9866633767903464,,False,False,,1900-01-01,http://farm9.staticflickr.com/8383/8502519838_808dc49c95.jpg,,,,True,Manhattan,New York County,New York County,US,2.0,15.0,181.0
WDE4ZhlfnIA,ben_vloon,40.712775,-74.00597299999998,0.0,0.0,0.8983330149203539,"[307, 334, 245, 91, 125]",False,False,,1900-01-01,https://images.unsplash.com/photo-1590955619717-da690af898a2,2020-05-31 20:07:44.452094,Verenigde Staten,New York City,True,New York City,,,US,,,
5212614139,84579440@N00,40.758878,-73.98199100000002,0.0043276711036881,0.0005391324956605,0.9951331692689608,,False,False,,1900-01-01,http://farm6.staticflickr.com/5166/5212614139_1876d6f270.jpg,,,,True,Manhattan,New York County,New York County,US,2.0,15.0,307.0
KTydgA7hgbw,hijackmcallister,40.712775,-74.00597299999998,0.0,0.0,0.957970030605793,"[307, 245, 125, 334, 8]",False,False,,1900-01-01,https://images.unsplash.com/photo-1607846848716-ded26add5ecb,2020-12-13 08:08:30.723386,United States,New York,True,New York City,,,US,,,
CbrnjPCLWpA,bhris1017,40.7191413,-73.99732729999998,0.0,0.0,0.9584571812301874,"[47, 319, 125, 270, 112]",False,False,,1900-01-01,https://images.unsplash.com/photo-1516686840828-db6709190b4f,2018-01-23 05:55:20.295125,United States,New York,True,New York City,,,US,,,
6356385311,82369865@N00,40.699641,-73.99815500000003,0.0446913370103629,0.1528497677627456,0.8024588964508439,,False,False,,1900-01-01,http://farm7.staticflickr.com/6050/6356385311_c14a274c62.jpg,,,,True,New York City,,,US,2.0,10.0,86.0
500954370956601,mapillary,40.75138998633136,-74.02853965759276,0.0,0.0778364315629005,0.5693211145699024,"[7, 361, 268, 353, 304]",False,False,,2020-09-26 00:00:02,https://graph.mapillary.com/500954370956601?fields=thumb_1024_url,,,,True,Hoboken,Hudson County,Hudson County,US,,,
476018896938534,mapillary,40.714012751624274,-74.00590181350708,0.0,0.0178150720894336,0.8645792454481125,"[125, 112, 319, 245, 175]",False,False,,2020-05-12 16:12:12,https://graph.mapillary.com/476018896938534?fields=thumb_1024_url,,,,True,New York City,,,US,,,
ybzKi-Wuun0,channeytangho,40.7127753,-74.00597279999998,0.0,0.0,0.9411984384059906,"[125, 245, 307, 270, 319]",False,False,,1900-01-01,https://images.unsplash.com/photo-1526897785855-d5f4bd391650,2018-05-21 10:17:41.991067,United States,New York,True,New York City,,,US,,,
