IMG_ID,AUTHOR,LAT,LON,Prob_indoor,Prob_natural,Prob_urban,Top5classes,Faces,BW,DN,IMG_time,url,upload_time,photo_location_country,photo_location_city,passed,name,admin1,admin2,cc,S3_Label,S16_Label,S365_Label
772808040091219,mapillary,35.691068930558565,139.69638705253598,0.0,0.0,0.9823582242242992,"[112, 125, 319, 256, 245]",False,False,,2019-11-02 03:00:05,https://graph.mapillary.com/772808040091219?fields=thumb_1024_url,,,,True,Tokyo,,,JP,,,
5240487561,53221888@N02,35.67908900000001,139.694559,0.0016491437940828,0.0015170362622001,0.9968338974157404,,False,False,,1900-01-01,http://farm6.staticflickr.com/5202/5240487561_1612bd43fb.jpg,,,,True,Tokyo,,,JP,2.0,15.0,125.0
2886152098,28204428@N02,35.658342,139.747982,0.0010114045143918,0.2776907463572229,0.7212978912998693,,False,False,,1900-01-01,http://farm4.staticflickr.com/3256/2886152098_8debdbe645.jpg,,,,True,Tokyo,,,JP,2.0,15.0,307.0
HCAJqE6avW0,tristancolangelo,35.6894875,139.69170640000002,0.0473894700407981,0.0,0.8496189117431641,"[112, 319, 4, 125, 11]",False,False,,1900-01-01,https://images.unsplash.com/photo-1479420542584-d9c5ed3b57dd,2016-11-17 22:09:24.778354,Japan,,True,Tokyo,,,JP,,,
7414278776,62897163@N00,35.6586,139.745407,0.0005404693597256,0.0091436133062963,0.990315930069878,,False,False,,1900-01-01,http://farm6.staticflickr.com/5151/7414278776_3f6a6a97e0.jpg,,,,True,Tokyo,,,JP,2.0,12.0,7.0
Mq-tL_AsRhY,yukato,35.6811673,139.76705159999997,0.0,0.0,0.6874538064002991,"[181, 270, 245, 178, 125]",False,False,,1900-01-01,https://images.unsplash.com/photo-1533560071681-ecbee9c8e87a,2018-08-06 12:55:20.691289,Japan,Chiyoda,True,Tokyo,,,JP,,,
_iS8zogaLcg,duncanlewis,35.69312222,139.70211667,0.0712531358003616,0.0,0.8686002939939499,"[4, 319, 125, 47, 11]",False,False,,1900-01-01,https://images.unsplash.com/photo-1535913917396-518c020c6a1f,2018-09-02 18:50:52.94423,Japan,Shinjuku-ku,True,Tokyo,,,JP,,,
n6i_Ey8DUjg,gaspanik,35.70497180000001,139.794173,0.3125157421454787,0.0,0.6474410817027092,"[123, 332, 301, 129, 216]",False,False,,1900-01-01,https://images.unsplash.com/photo-1526586752721-59f8456a425a,2018-05-17 19:53:52.269535,Japan,Taitō-ku,True,Urayasu,,,JP,,,
5511403373,59024453@N06,35.756856,139.84703000000002,0.0168315645331968,0.024597825289657,0.9585706618274514,,False,False,,1900-01-01,http://farm6.staticflickr.com/5136/5511403373_7457268d91.jpg,,,,True,Matsudo,,,JP,2.0,15.0,307.0
3862842028,22349213@N05,35.707501,139.794137,0.0001516049821037,1.0125651318110274e-05,0.9998382904718264,,False,False,,1900-01-01,http://farm3.staticflickr.com/2449/3862842028_e0827f3a76.jpg,,,,True,Urayasu,,,JP,2.0,15.0,144.0
448781498,30335316@N00,35.66678,139.76051299999995,0.0009853083008479,0.0028184345075317,0.9961962581638132,,False,False,,1900-01-01,http://farm1.staticflickr.com/205/448781498_b0b5c113ea.jpg,,,,True,Tokyo,,,JP,2.0,11.0,334.0
841501723415099,mapillary,35.68895583351495,139.69810903072357,0.0607063844799995,0.0,0.8893888518214226,"[4, 227, 319, 11, 112]",False,False,,2016-12-15 23:55:08,https://graph.mapillary.com/841501723415099?fields=thumb_1024_url,,,,True,Tokyo,,,JP,,,
6899077048,24564553@N08,35.654697,139.666415,0.0258216118822929,0.0269158504297308,0.9472625721312228,,False,False,,1900-01-01,http://farm8.staticflickr.com/7197/6899077048_1e52215f9e.jpg,,,,True,Tokyo,,,JP,2.0,11.0,77.0
OvETwhIwCIY,andresjasso,35.6803997,139.76901740000002,0.0,0.0,0.9842544964049011,"[216, 170, 192, 144, 41]",False,False,,1900-01-01,https://images.unsplash.com/photo-1576887298825-5dd2635a13b8,2019-12-21 00:17:37.197642,Japan,Tokyo,True,Tokyo,,,JP,,,
1441925702822640,mapillary,35.693391094291364,139.70037281513214,0.0,0.0,0.6052248142659664,"[256, 112, 125, 319, 132]",False,False,,2016-09-27 23:35:26,https://graph.mapillary.com/1441925702822640?fields=thumb_1024_url,,,,True,Tokyo,,,JP,,,
zi9m1qKkH70,viewfinder_p,35.6804,139.769017,0.0,0.0174724776297807,0.8892292082309723,"[7, 247, 143, 103, 268]",False,False,,1900-01-01,https://images.unsplash.com/photo-1608223778849-3bc107013154,2020-12-17 16:58:19.734166,ญี่ปุ่น,โตเกียว,True,Tokyo,,,JP,,,
6465169571,86542934@N00,35.662917,139.733446,0.2133308025943669,0.0004538657243049,0.7862152402928402,,False,False,,1900-01-01,http://farm8.staticflickr.com/7173/6465169571_9ef5b84e10.jpg,,,,True,Tokyo,,,JP,2.0,15.0,231.0
5736005799,9658962@N05,35.711796,139.795446,0.3628260257377427,0.0013329936545236,0.6358410743812417,,False,False,,1900-01-01,http://farm6.staticflickr.com/5266/5736005799_26503c2d6e.jpg,,,,True,Urayasu,,,JP,2.0,15.0,270.0
5004010614,54033099@N05,35.71165,139.77569499999998,0.1926004622034672,0.0025208553841196,0.804878595091818,,False,False,,1900-01-01,http://farm5.staticflickr.com/4092/5004010614_ddbda153fb.jpg,,,,True,Tokyo,,,JP,2.0,14.0,201.0
199426942070111,mapillary,35.77380598518582,139.89061653614044,0.0860135853290557,0.1797836422920227,0.3963229954242706,"[66, 175, 2, 125, 245]",False,False,,2021-04-30 16:35:23,https://graph.mapillary.com/199426942070111?fields=thumb_1024_url,,,,True,Matsudo,,,JP,,,
