IMG_ID,AUTHOR,LAT,LON,Prob_indoor,Prob_natural,Prob_urban,Top5classes,Faces,BW,DN,IMG_time,url,upload_time,photo_location_country,photo_location_city,passed,name,admin1,admin2,cc,S3_Label,S16_Label,S365_Label
6853162520,95798163@N00,41.905854,12.487335,0.0322301230552568,0.0791442084442337,0.8886257279932579,,False,False,,1900-01-01,http://farm8.staticflickr.com/7088/6853162520_5e2a6d7d64.jpg,,,,True,Rome,Citta metropolitana di Roma Capitale,Citta metropolitana di Roma Capitale,IT,2.0,11.0,86.0
nOnQzw2mQow,harryf_k,41.9027008,12.4962352,0.0,0.0,0.9917899189749732,"[319, 4, 125, 47, 334]",False,False,,1900-01-01,https://images.unsplash.com/photo-1529060817506-d952598bfbc2,2018-06-15 11:08:36.136198,Italy,,True,Rome,Citta metropolitana di Roma Capitale,Citta metropolitana di Roma Capitale,IT,,,
7466281566,61870054@N07,41.913902,12.485189,0.0014527859226411,0.389644543951988,0.6089025276981062,,False,False,,1900-01-01,http://farm9.staticflickr.com/8157/7466281566_20fc477e97.jpg,,,,True,Vatican City,,,VA,2.0,12.0,209.0
295696436,46262169@N00,41.89745300000001,12.498965,0.3373648961380127,0.0008385785942834,0.6617965296958914,,False,False,,1900-01-01,http://farm1.staticflickr.com/122/295696436_4cd5aa9030.jpg,,,,True,Rome,Citta metropolitana di Roma Capitale,Citta metropolitana di Roma Capitale,IT,2.0,11.0,86.0
RQaQ188kwGg,gabiontheroad,41.900768,12.462976,0.0,0.0322569124400615,0.6322481706738472,"[49, 266, 275, 224, 171]",False,False,,1900-01-01,https://images.unsplash.com/photo-1619682782609-8bb39febd49a,2021-04-29 07:54:44.343967,Italy,Roma,True,Vatican City,,,VA,,,
bvHle7rsEJA,veea_art,41.9027008,12.4962352,0.015207776799798,0.0,0.9279643651098012,"[4, 319, 109, 227, 11]",False,False,,1900-01-01,https://images.unsplash.com/photo-1579014743554-d8e756fe9110,2020-01-14 15:12:50.142303,Italy,,True,Rome,Citta metropolitana di Roma Capitale,Citta metropolitana di Roma Capitale,IT,,,
3061380105,26876910@N08,41.899106,12.47298,0.005308806241203,0.0066676453099034,0.9880234780131332,,False,False,,1900-01-01,http://farm4.staticflickr.com/3003/3061380105_42b3cd0b36.jpg,,,,True,Vatican City,,,VA,2.0,15.0,270.0
Dyl1syH3lf0,lanc,41.90278350000001,12.4963655,0.0,0.0,0.7553061880171299,"[230, 348, 200, 84, 252]",False,False,,1900-01-01,https://images.unsplash.com/photo-1464894144296-bcc5a123fe9c,2016-06-02 19:03:05.60573,Italy,Rome,True,Rome,Citta metropolitana di Roma Capitale,Citta metropolitana di Roma Capitale,IT,,,
HdIHotsUV10,gabiontheroad,41.902223,12.456728,0.0,0.0,0.7066467180848122,"[91, 270, 334, 237, 252]",False,False,,1900-01-01,https://images.unsplash.com/photo-1602189204629-3f0ae1ec548f,2020-10-08 20:40:32.783553,Vatican City,Città del Vaticano,True,Vatican City,,,VA,,,
3764814181,88289271@N00,41.922716,12.485961,0.000256347812666,0.020102625838021,0.97964102107872,,False,False,,1900-01-01,http://farm4.staticflickr.com/3545/3764814181_f2d251ccf1.jpg,,,,True,Vatican City,,,VA,2.0,11.0,12.0
155047876626871,mapillary,41.90251659986825,12.466462254524233,0.0,0.0,0.666797362267971,"[273, 319, 47, 79, 227]",False,False,,2018-09-14 16:48:01,https://graph.mapillary.com/155047876626871?fields=thumb_1024_url,,,,True,Vatican City,,,VA,,,
txZxfnaopc0,sharaan,41.90097941461149,12.4832797050476,0.0,0.0117011917755007,0.9350115163251758,"[154, 252, 292, 67, 237]",False,False,,1900-01-01,https://images.unsplash.com/photo-1590594927121-acc378e09db8,2020-05-27 15:55:44.956019,Italy,Rome,True,Rome,Citta metropolitana di Roma Capitale,Citta metropolitana di Roma Capitale,IT,,,
4764239746,68667892@N00,41.890468,12.492309,0.001180275250995,0.1042432800839492,0.8945764618709688,,False,False,,1900-01-01,http://farm5.staticflickr.com/4080/4764239746_58d8f8162a.jpg,,,,True,Rome,Citta metropolitana di Roma Capitale,Citta metropolitana di Roma Capitale,IT,2.0,11.0,5.0
4036563095,41303012@N00,41.895904,12.499802,0.0040103944717202,0.0021256425094122,0.99386402411497,,False,False,,1900-01-01,http://farm3.staticflickr.com/2794/4036563095_5822b96d30.jpg,,,,True,Rome,Citta metropolitana di Roma Capitale,Citta metropolitana di Roma Capitale,IT,2.0,15.0,319.0
